This is your last 4-week runway into Hyrox: Weeks 1-2 are realization with specific transitions and one real rehearsal, Week 3 cuts volume while keeping race feel, and Week 4 is pure freshness for Day 0. Squat and pulling stay on minimum reliable maintenance; the half-marathon is only protected here, then the 2 weeks after Hyrox need one longer easy run plus one steady run to reopen half-marathon tolerance.

Week 2 flips one transition direction and carries the only real race rehearsal. Week 3 keeps the pace and station feel but trims the total work hard. Week 4 descends into short touches and an optional Day -2 primer so you arrive sharp, not tired.

If the left Achilles grumbles, change the run most likely to have caused it: replace the next fast transition run with the same structure on the rower, keep the easy run only if symptoms stay quiet during and the next morning, and do not add a second back-to-back running day.

START_WEEK1_TSV
Day	Exercise	Weight	Sets	Reps	Rest	Target RPE	Notes	Results
Wed	Farmer Carry	90-95% competition load	4	50 m	1:30	7	Tall posture and quick feet; if grip goes early, cut the last trip.	
Wed	Air Squat	Bodyweight	2	25	1:00	5	Use this as a calm wall-ball rhythm touch if your usual setup is open; stop well before burn.	
Thu	Run	4:45-5:05/km	1	40 min	N/A	4.5	Half-marathon durability anchor. Easy conversational effort; if Achilles complains during or next morning, hold this duration next week rather than adding.	
Thu	Sandbag Lunge	90-95% competition load	4	25 m	1:30	7	Race posture and clean turns; stop a set early if trunk or stride quality breaks.	
Thu	Farmer Carry	90-95% competition load	4	50 m	1:30	7	Competition feel, not a grip test; if hands are already cooked from Wednesday, cut 1 trip.	
Thu	Calf Raise	RPE-selected load	3	15	1:00	7	Lower-leg tissue capacity; smooth full range and no bouncing.	
END_WEEK1_TSV

START_WEEK2_TSV
Day	Exercise	Weight	Sets	Reps	Rest	Target RPE	Notes	Results
Mon	[WARMUP]	N/A	1	8 min	N/A	3	Squat-and-reach x 6; Bodyweight squat x 8; Scapular pull-up 2 x 5-6; Band pull-apart x 10-12; Ramp Back Squat: 45 kg x 5, 70 kg x 3, 90 kg x 1-2 before 115 kg work sets.	
Mon	Back Squat	115 kg	2	2	3:00	7	About 77% of your 150 kg max; same maintenance dose on purpose. If this reaches over RPE 8, hold 112.5-115 kg and keep it at 2 sets.	
Mon	Chest-Supported Row	RPE-selected load	3	8	1:30	7	Pulling maintenance; keep the last rep clean, and hold the load if the chest comes off the pad.	
Mon	Barbell Hip Thrust	RPE-selected load	3	6	2:00	7.5	Posterior-chain support with low soreness; if lockout slows or hamstrings cramp, hold the load and finish the sets crisp.	
Mon	Pallof Press	RPE-selected load	2	10/side	0:45	6	Trunk brace only; first thing to remove if the session is running long.	
Tue	[WARMUP]	N/A	1	10 min	N/A	3	Easy jog 6-8 min; dynamic running drills; 3 relaxed strides before the hard running work; Scapular pull-up 2 x 5-6; Band pull-apart x 10-12	
Tue	Run	4:12-4:16/km	3	800 m	0:00	7.5	This week flips the pair: run into the machine. Pace holds on purpose while Thursday carries the bigger specific load.	
Tue	Rower	1:49-1:51/500 m	3	500 m	2:30	7.5	Complete the run-to-station pair; use ski erg here if open and keep the same split touch.	
Tue	Prowler Push	90-95% competition load	4	25 m	1:30	7	Same dose by design; keep the return controlled if you drag it back.	
Wed	Explosive Push-up	Bodyweight	3	3	1:00	6	Fast hands and fast floor contact; same low-cost burpee pop touch, stop if speed drops.	
Wed	Chin-up	RPE-selected load	3	5	2:00	7	Pulling maintenance; if elbows feel sticky, keep it bodyweight and stay crisp.	
Wed	Machine Hamstring Curl	RPE-selected load	3	8	1:30	7	Posterior-chain support without axial fatigue; if hamstrings threaten to cramp, hold the load and finish smooth.	
Wed	Farmer Carry	90-95% competition load	4	50 m	1:30	7	Tall posture and quick feet; if grip goes early, cut the last trip.	
Wed	Air Squat	Bodyweight	2	25	1:00	5	Use this as a calm wall-ball rhythm touch if your usual setup is open; stop well before burn.	
Thu	[WARMUP]	N/A	1	10 min	N/A	3	Easy jog 6-8 min; dynamic running drills; 3 relaxed strides before the hard running work; Squat-and-reach x 6; Bodyweight squat x 8; Scapular pull-up 2 x 5-6; Band pull-apart x 10-12	
Thu	Run	4:14-4:18/km	2	800 m	0:00	7.5	Round start; go straight into Prowler Push. This is the only real rehearsal, so keep transitions honest.	
Thu	Prowler Push	95-100% competition load	2	25 m	0:00	8	Push out; drag back on the return if that is your normal sled-pull setup. Straight into the second 800 m run.	
Thu	Run	4:14-4:18/km	2	800 m	0:00	7.5	Straight into Rower; if pace slips, do not chase it.	
Thu	Rower	1:49-1:51/500 m	2	500 m	0:00	7.5	Use ski erg here if open for your pace touch; otherwise row at the same effort and go straight into the 400 m run.	
Thu	Run	4:14-4:18/km	2	400 m	0:00	7.5	Straight into Farmer Carry.	
Thu	Farmer Carry	90-100% competition load	2	100 m	0:00	8	Competition posture and turns; straight into the second 400 m run.	
Thu	Run	4:18-4:22/km	2	400 m	0:00	7.5	Straight into Sandbag Lunge; stay under control late.	
Thu	Sandbag Lunge	90-100% competition load	2	50 m	3:00	8	Genuine rehearsal at roughly 30% plus race duration. End after 2 rounds if mechanics, grip or pace fall away.	
Thu	Air Squat	Bodyweight	2	25	1:00	5	If your usual wall-ball lane is free, make these a relaxed rhythm touch instead; still stop well before burn.	
END_WEEK2_TSV

START_WEEK3_TSV
Day	Exercise	Weight	Sets	Reps	Rest	Target RPE	Notes	Results
Mon	[WARMUP]	N/A	1	8 min	N/A	3	Squat-and-reach x 6; Bodyweight squat x 8; Scapular pull-up 2 x 5-6; Band pull-apart x 10-12; Ramp Back Squat: 45 kg x 5, 70 kg x 3, 90 kg x 1-2 before 115 kg work sets.	
Mon	Back Squat	115 kg	2	2	3:00	7	About 77% of your 150 kg max; keep the load, keep the dose minimal, and leave fresh. If this reaches over RPE 8, stop after 1 set.	
Mon	Chest-Supported Row	RPE-selected load	2	8	1:30	6.5	Taper week: same movement, one set less, no grinding.	
Mon	Barbell Hip Thrust	RPE-selected load	2	6	2:00	7	Taper week: enough posterior-chain tension to hold feel, not enough to leave soreness.	
Mon	Pallof Press	RPE-selected load	2	8/side	0:45	6	Short trunk touch only; remove if recovery feels anything but green.	
Tue	[WARMUP]	N/A	1	10 min	N/A	3	Easy jog 6-8 min; dynamic running drills; 3 relaxed strides before the hard running work; Scapular pull-up 2 x 5-6; Band pull-apart x 10-12	
Tue	Rower	1:49-1:51/500 m	2	500 m	0:00	7	Weekly pace touch at reduced volume; use ski erg here if open and keep it crisp.	
Tue	Run	4:12-4:16/km	2	800 m	3:00	7.5	Reduced-volume station-to-run pair; stop after 1 clean round if Achilles or rhythm is off.	
Tue	Prowler Push	90-95% competition load	2	25 m	1:30	6.5	Same load feel, half the work; no grinding.	
Wed	Explosive Push-up	Bodyweight	2	3	1:00	5.5	Keep the same fast burpee-pop feel; shut it down the moment speed fades.	
Wed	Chin-up	RPE-selected load	2	5	2:00	7	Small pulling touch only; same load if it stayed crisp last week.	
Wed	Machine Hamstring Curl	RPE-selected load	2	8	1:30	6.5	Enough posterior-chain work to hold feel without soreness.	
Wed	Farmer Carry	90-95% competition load	3	50 m	1:30	6.5	Tall and quick; cut the last trip if grip feels flat.	
Wed	Air Squat	Bodyweight	1	20	1:00	4	Easy wall-ball rhythm touch only if it feels restorative.	
Thu	Run	4:45-5:05/km	1	35 min	N/A	4	Easy run held for durability while tapering Hyrox fatigue; if Achilles is even mildly grumbly, cap it at 25 min.	
Thu	Sandbag Lunge	90-95% competition load	3	25 m	1:30	6.5	Keep the same movement quality with less total work.	
Thu	Farmer Carry	90-95% competition load	2	50 m	1:30	6.5	Short competition-feel touch, not a grind.	
Thu	Calf Raise	RPE-selected load	2	12	1:00	6	Lower-leg tissue check-in; leave the gym feeling better than you arrived.	
END_WEEK3_TSV

START_WEEK4_TSV
Day	Exercise	Weight	Sets	Reps	Rest	Target RPE	Notes	Results
Day -5	[WARMUP]	N/A	1	8 min	N/A	3	Squat-and-reach x 6; Bodyweight squat x 8; Scapular pull-up 2 x 5-6; Band pull-apart x 10-12; Ramp Back Squat: 47.5 kg x 5, 70 kg x 3, 92.5 kg x 1-2 before 117.5 kg work sets.	
Day -5	Back Squat	117.5 kg	2	1	3:00	6.5	About 78% of your 150 kg max. Crisp singles only; if bar speed is off, do 1 single and leave.	
Day -5	Prowler Push	95% competition load	2	20 m	2:00	6	Last meaningful heavy-feel station touch. Fast feet, full reset, no grinding.	
Day -5	Chin-up	Bodyweight or RPE-selected load	2	3	1:30	6	Small pulling touch only; leave plenty in reserve.	
Day -5	Air Squat	Bodyweight	1	20	0:45	4	If your usual wall-ball lane is open, make this one calm rhythm set and shut it down.	
Day -4	Run	4:50-5:10/km	1	25 min	N/A	4	Circulation only. If Achilles grumbles, replace this with 20 min easy on the rower and keep Day -2 tiny.	
Day -4	Rower	1:49-1:51/500 m	2	250 m	2:00	6	Pace touch only; ski erg can take this slot if that is your normal feel anchor.	
Day -4	Sandbag Lunge	90% competition load	2	20 m	1:30	6	Smooth turns and easy breathing; leave fresh.	
Day -4	Explosive Push-up	Bodyweight	2	3	1:00	5	Fast and crisp; stop before any fatigue.	
Day -3	Prowler Push	90% competition load	2	15 m	2:00	5	Short neural touch only; skip the second rep if the first feels flat.	
Day -3	Farmer Carry	90% competition load	2	30 m	1:30	5	Tall posture, quick feet, no grind.	
Day -3	Rower	1:49-1:51/500 m	1	250 m	2:00	5	One clean pace reminder, then done.	
Day -3	Air Squat	Bodyweight	1	15	0:30	3	Optional wall-ball rhythm touch only if it feels calming, not fatiguing.	
Day -2	[WARMUP]	N/A	1	10 min	N/A	3	Easy jog 6-8 min; dynamic running drills; 3 relaxed strides before the hard running work; Squat-and-reach x 6; Bodyweight squat x 8; Scapular pull-up 2 x 5-6; Band pull-apart x 10-12; Band shoulder pass-through x 10; Scapular push-up x 8	
Day -2	Explosive Push-up	Bodyweight	2	3	1:00	4	Optional primer. Do it only if you want to feel snappy; skip the whole session if travel, fatigue or nerves say leave it.	
Day -2	Prowler Push	85-90% competition load	2	15 m	2:00	4	Optional primer. Smooth and fast; end it the second it stops feeling effortless.	
Day -2	Run	4:12-4:16/km	2	200 m	2:00	5	Optional primer. Finish wanting one more; stop immediately if Achilles or breathing feels off.	
Day -2	Air Squat	Bodyweight	1	10	0:30	3	Optional wall-ball rhythm touch only if it always makes you feel better.	
END_WEEK4_TSV
